Airline,Source,Destination,Duration,Total_Stops,Price,duration__Duration,doj__Date_of_Journey_month,doj__Date_of_Journey_day_of_week,doj__Date_of_Journey_day_of_month,dep_time__Dep_Time_hour,dep_time__Dep_Time_minute,arr_time__Arrival_Time_hour,arr_time__Arrival_Time_minute,addition_info__Additional_Info_1 Long layover,addition_info__Additional_Info_Change airports,addition_info__Additional_Info_In-flight meal not included,addition_info__Additional_Info_No check-in baggage included,addition_info__Additional_Info_No info,addition_info__Additional_Info_Red-eye flight
9.268687228293192,9.183883304459563,9.183883304459563,1210,1,9.596622660667574,0.6040100250626566,1.0,1.0,0.3076923076923077,0.9565217391304348,0.9090909090909091,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9.236979787679202,9.183883304459563,9.183883304459563,375,1,9.687133400997965,0.18546365914786966,1.0,0.8333333333333333,0.5384615384615385,0.5652173913043478,0.0,0.8260869565217391,0.2727272727272727,0.0,0.0,0.0,0.0,1.0,0.0
9.268687228293192,8.769654480672997,8.513669661286928,180,0,8.421783006611578,0.08771929824561403,0.33333333333333326,0.8333333333333333,0.19230769230769232,0.34782608695652173,0.36363636363636365,0.4782608695652174,0.36363636363636365,0.0,0.0,1.0,0.0,0.0,0.0
9.056543412291836,8.295750366119087,8.295750366119087,75,0,8.03947991910045,0.03508771929824561,0.6666666666666665,0.3333333333333333,0.5384615384615385,0.8260869565217391,0.5454545454545454,0.8695652173913043,0.8181818181818181,0.0,0.0,0.0,0.0,1.0,0.0
9.268687228293192,9.183883304459563,9.183883304459563,1025,2,9.246575864558276,0.5112781954887218,1.0,0.8333333333333333,0.5384615384615385,0.8260869565217391,0.5454545454545454,0.5217391304347826,0.6363636363636364,0.0,0.0,1.0,0.0,0.0,0.0
8.578814715467944,8.769654480672997,9.158394932681855,170,0,8.896177422274805,0.08270676691729323,0.0,1.0,0.8846153846153847,0.7826086956521738,1.0,0.9130434782608695,0.8181818181818181,0.0,0.0,0.0,0.0,1.0,0.0
9.268687228293192,9.022765535674788,9.022765535674788,945,1,8.862908295118627,0.47117794486215536,0.33333333333333326,0.0,0.0,0.6956521739130435,0.5454545454545454,0.34782608695652173,0.2727272727272727,0.0,0.0,1.0,0.0,0.0,0.0
8.578814715467944,8.769654480672997,8.513669661286928,165,0,8.13739583005665,0.08020050125313283,0.6666666666666665,0.5,0.3076923076923077,0.043478260869565216,0.5454545454545454,0.17391304347826086,0.2727272727272727,0.0,0.0,0.0,0.0,1.0,0.0
9.056543412291836,8.769654480672997,9.158394932681855,925,2,9.499721001063543,0.46115288220551376,0.0,1.0,0.07692307692307693,0.8260869565217391,0.18181818181818182,0.43478260869565216,0.6363636363636364,0.0,0.0,0.0,0.0,1.0,0.0
9.056543412291836,9.183883304459563,9.183883304459563,170,0,8.715224041915372,0.08270676691729323,0.6666666666666665,0.16666666666666666,0.7692307692307693,0.21739130434782608,0.18181818181818182,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.578814715467944,9.183883304459563,9.183883304459563,320,1,9.13830716907635,0.15789473684210525,0.0,1.0,0.07692307692307693,0.2608695652173913,0.7272727272727273,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9.268687228293192,9.183883304459563,9.183883304459563,450,1,9.236300473645716,0.22305764411027568,1.0,0.3333333333333333,0.42307692307692313,0.8695652173913043,1.0,0.17391304347826086,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.0
9.056543412291836,9.022765535674788,9.022765535674788,1215,2,9.62674542012268,0.6065162907268171,0.6666666666666665,0.3333333333333333,0.0,0.7391304347826086,0.5454545454545454,0.5652173913043478,0.8181818181818181,0.0,0.0,0.0,0.0,1.0,0.0
8.301421868572376,8.405411456245822,8.405411456245822,140,0,8.951440100949855,0.06766917293233082,0.0,0.6666666666666666,0.0,0.7391304347826086,0.8181818181818181,0.8695652173913043,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.0
8.578814715467944,8.405411456245822,8.405411456245822,140,0,8.25608813381491,0.06766917293233082,0.6666666666666665,0.3333333333333333,0.5384615384615385,0.30434782608695654,1.0,0.43478260869565216,0.2727272727272727,0.0,0.0,0.0,0.0,1.0,0.0
8.897346174694164,8.769654480672997,8.513669661286928,170,0,8.448700194970938,0.08270676691729323,0.6666666666666665,0.3333333333333333,0.0,0.4782608695652174,0.5454545454545454,0.6086956521739131,0.36363636363636365,0.0,0.0,0.0,0.0,1.0,0.0
9.268687228293192,9.183883304459563,9.183883304459563,1280,1,9.429716836721148,0.6390977443609023,0.0,0.3333333333333333,1.0,0.30434782608695654,0.09090909090909091,0.17391304347826086,0.45454545454545453,0.0,0.0,0.0,0.0,1.0,0.0
9.236979787679202,9.183883304459563,9.183883304459563,910,1,9.157677719392876,0.45363408521303256,0.6666666666666665,0.16666666666666666,0.7692307692307693,0.3913043478260869,0.8181818181818181,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8.60129468928616,8.769654480672997,9.158394932681855,175,0,8.940105213128122,0.08521303258145363,0.0,0.8333333333333333,0.3076923076923077,0.30434782608695654,0.8181818181818181,0.43478260869565216,0.7272727272727273,0.0,0.0,0.0,0.0,1.0,0.0
8.578814715467944,9.183883304459563,9.183883304459563,860,1,9.080801000621198,0.42857142857142855,0.0,0.3333333333333333,1.0,0.2608695652173913,0.7272727272727273,0.9130434782608695,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9.268687228293192,8.769654480672997,8.513669661286928,180,0,8.989319566042951,0.08771929824561403,1.0,0.5,1.0,0.7391304347826086,0.8181818181818181,0.8695652173913043,0.8181818181818181,0.0,0.0,0.0,0.0,1.0,0.0
8.578814715467944,8.405411456245822,8.405411456245822,145,0,8.895081531754167,0.07017543859649122,0.0,0.6666666666666666,0.0,0.6086956521739131,0.7272727272727273,0.7391304347826086,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.0
9.268687228293192,9.022765535674788,9.022765535674788,690,1,9.448805939388176,0.3433583959899749,1.0,0.3333333333333333,0.42307692307692313,0.3913043478260869,0.6363636363636364,0.9130434782608695,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.0
8.578814715467944,9.022765535674788,9.022765535674788,155,0,8.633908991112198,0.07518796992481203,0.0,0.3333333333333333,0.19230769230769232,0.6086956521739131,0.36363636363636365,0.6956521739130435,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9.268687228293192,8.769654480672997,8.513669661286928,185,0,8.88599431515281,0.09022556390977443,0.33333333333333326,0.16666666666666666,0.3076923076923077,0.7826086956521738,1.0,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.897346174694164,8.295750366119087,8.295750366119087,1505,1,9.42512911890764,0.7518796992481203,0.0,0.3333333333333333,0.19230769230769232,0.6521739130434783,0.7272727272727273,0.6956521739130435,0.8181818181818181,0.0,0.0,0.0,0.0,1.0,0.0
9.056543412291836,9.183883304459563,9.183883304459563,320,1,8.878358040627822,0.15789473684210525,0.6666666666666665,0.0,1.0,0.7391304347826086,0.7272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9.268687228293192,9.183883304459563,9.183883304459563,195,0,8.882252884889363,0.09523809523809523,1.0,0.5,1.0,0.4782608695652174,0.0,0.6086956521739131,0.2727272727272727,0.0,0.0,1.0,0.0,0.0,0.0
9.236979787679202,9.183883304459563,9.183883304459563,910,1,9.408617295560266,0.45363408521303256,1.0,0.8333333333333333,0.0,0.13043478260869565,0.9090909090909091,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.578814715467944,9.022765535674788,9.022765535674788,295,1,9.146015161419625,0.14536340852130325,0.6666666666666665,0.6666666666666666,0.8846153846153847,0.3913043478260869,0.36363636363636365,0.6086956521739131,0.2727272727272727,0.0,0.0,0.0,0.0,1.0,0.0
9.056543412291836,8.769654480672997,8.513669661286928,165,0,8.551981016901902,0.08020050125313283,0.33333333333333326,0.0,0.0,0.2608695652173913,0.18181818181818182,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8.578814715467944,9.183883304459563,9.183883304459563,195,0,8.702177865629675,0.09523809523809523,0.33333333333333326,0.5,0.6538461538461539,0.21739130434782608,0.6363636363636364,0.34782608695652173,0.9090909090909091,0.0,0.0,0.0,0.0,1.0,0.0
9.056543412291836,9.183883304459563,9.183883304459563,1420,2,9.303466349965667,0.7092731829573935,0.6666666666666665,0.3333333333333333,0.5384615384615385,0.3913043478260869,0.8181818181818181,0.3913043478260869,0.45454545454545453,0.0,0.0,0.0,0.0,1.0,0.0
8.897346174694164,9.022765535674788,9.022765535674788,1065,1,9.125653563808989,0.531328320802005,0.6666666666666665,0.3333333333333333,0.0,0.7391304347826086,0.0,0.43478260869565216,0.8181818181818181,0.0,0.0,0.0,0.0,1.0,0.0
9.236979787679202,9.183883304459563,9.183883304459563,915,1,8.841737428600585,0.45614035087719296,0.0,0.3333333333333333,0.19230769230769232,0.30434782608695654,0.09090909090909091,0.9565217391304348,0.36363636363636365,0.0,0.0,0.0,0.0,1.0,0.0
9.056543412291836,9.183883304459563,9.183883304459563,555,1,9.12641513703842,0.2756892230576441,1.0,0.5,0.19230769230769232,0.43478260869565216,0.0,0.8260869565217391,0.2727272727272727,0.0,0.0,0.0,0.0,1.0,0.0
9.268687228293192,8.295750366119087,8.295750366119087,90,0,7.709308333385869,0.042606516290726815,0.6666666666666665,0.3333333333333333,0.5384615384615385,0.8260869565217391,0.6363636363636364,0.9130434782608695,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0
9.056543412291836,9.022765535674788,9.022765535674788,905,1,9.0320506762956,0.45112781954887216,0.6666666666666665,0.3333333333333333,0.0,0.6956521739130435,0.9090909090909091,0.30434782608695654,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9.056543412291836,8.769654480672997,9.158394932681855,630,2,8.944419791305915,0.3132832080200501,0.0,0.5,0.7692307692307693,0.21739130434782608,0.9090909090909091,0.6956521739130435,0.36363636363636365,0.0,0.0,0.0,0.0,1.0,0.0
8.578814715467944,9.183883304459563,9.183883304459563,825,2,8.7787879291047,0.41102756892230574,0.0,0.5,0.7692307692307693,0.30434782608695654,0.6363636363636364,0.9130434782608695,0.36363636363636365,0.0,0.0,0.0,0.0,1.0,0.0
9.236979787679202,9.183883304459563,9.183883304459563,675,1,9.584246011176582,0.3358395989974937,0.6666666666666665,0.3333333333333333,0.5384615384615385,0.34782608695652173,0.0,0.8260869565217391,0.2727272727272727,0.0,0.0,0.0,0.0,1.0,0.0
9.056543412291836,9.183883304459563,9.183883304459563,965,1,9.426741242423,0.48120300751879697,0.0,0.8333333333333333,0.3076923076923077,0.7391304347826086,0.36363636363636365,0.3913043478260869,0.45454545454545453,0.0,0.0,0.0,0.0,1.0,0.0
9.268687228293192,9.183883304459563,9.183883304459563,1375,2,9.624434806782402,0.68671679197995,0.6666666666666665,0.5,0.3076923076923077,0.21739130434782608,0.5454545454545454,0.17391304347826086,0.45454545454545453,0.0,0.0,0.0,0.0,1.0,0.0
9.056543412291836,9.183883304459563,9.183883304459563,1595,2,9.175127616220438,0.7969924812030076,1.0,0.5,0.19230769230769232,0.6956521739130435,0.7272727272727273,0.8260869565217391,0.2727272727272727,0.0,0.0,0.0,0.0,1.0,0.0
8.578814715467944,8.769654480672997,9.158394932681855,170,0,8.833608482690892,0.08270676691729323,0.0,1.0,0.8846153846153847,1.0,0.5454545454545454,0.08695652173913043,0.36363636363636365,0.0,0.0,0.0,0.0,1.0,0.0
9.056543412291836,8.769654480672997,8.513669661286928,170,0,8.848222068371385,0.08270676691729323,1.0,1.0,0.3076923076923077,0.5652173913043478,0.36363636363636365,0.6956521739130435,0.18181818181818182,0.0,0.0,0.0,0.0,1.0,0.0
